gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
EXT2	56	0.098775	0.183866	0.099083	0.183866	0.152207	False	0	0.0
COL11A2	125	0.098772	0.161303	0.137166	0.161303	0.047614	False	0	0.0
FBXO32	21	0.098766	0.154822	0.084798	0.11151	0.154822	False	0	0.0
SEMA5A	107	0.098735	0.155377	0.155377	0.080037	0.152179	False	0	0.0
PEPD	47	0.098734	0.194931	0.083065	0.155246	0.027074	False	0	0.0
LOC105375012	16	0.098719	0.20309	0.0893	0.20309	0.049988	False	0	0.0
NCKAP5	152	0.09871	0.153165	0.115815	0.083357	0.126465	False	0	0.0
PARP4	150	0.098706	0.150159	0.092889	0.150159	0.073234	False	0	0.0
CALHM2	34	0.098688	0.171142	0.154394	0.171142	0.013558	False	0	0.0
YBX3	49	0.098685	0.164306	0.028566	0.138722	0.164306	False	0	0.0
OR51F2	26	0.098655	0.190508	0.129863	0.190508	0.061354	False	0	0.0
IFIT3	23	0.098643	0.169845	0.136341	0.154291	0.0	False	0	0.0
HAAO	27	0.098613	0.226955	0.029541	0.226955	0.136608	False	0	0.0
ANKUB1	47	0.09861	0.195768	0.086601	0.195768	0.081294	False	0	0.0
THEM5	18	0.098586	0.175128	0.010155	0.110512	0.067269	False	0	0.0
OLFML2B	74	0.098579	0.178014	0.178014	0.068174	0.112087	False	0	0.0
CERS2	21	0.098576	0.206126	0.078229	0.097481	0.029969	False	0	0.0
RNF213	415	0.098558	0.157647	0.092912	0.157647	0.118795	False	0	0.0
CETP	46	0.09854	0.184531	0.171307	0.102537	0.031982	False	0	0.0
SH3GL2	34	0.098531	0.184194	0.00356	0.184194	0.139706	False	0	0.0
CSPG4	170	0.09853	0.141862	0.119676	0.092805	0.141862	False	0	0.0
PODXL	62	0.098529	0.216662	0.12066	0.216662	0.047577	False	0	0.0
NHSL1	184	0.098513	0.148529	0.114915	0.148529	0.101869	False	0	0.0
CCL15	8	0.098508	0.098508	None	None	None	False	0	0.0
LOC105370728	3	0.098492	0.109939	None	None	None	False	0	0.0
LOC105376698	3	0.098492	0.109939	None	None	None	False	0	0.0
LOC124903446	3	0.098492	0.109939	None	None	None	False	0	0.0
TLR10	98	0.098464	0.142844	0.129495	0.142844	0.09764	False	0	0.0
CEP250	127	0.09846	0.170593	0.170593	0.127351	0.0125	False	0	0.0
GPM6A	19	0.09843	0.164557	0.143317	0.164557	None	False	0	0.0
SCLY	41	0.098428	0.165236	0.165236	0.116909	0.077739	False	0	0.0
CIT	107	0.098408	0.191234	0.099477	0.191234	0.08874	False	0	0.0
PDCD6IP	45	0.098387	0.129349	0.129349	0.097536	0.103823	False	0	0.0
ENPP4	20	0.098386	0.21143	0.145934	0.104616	0.020561	False	0	0.0
IGHV3-54	28	0.098361	0.148515	0.031478	0.148515	0.140737	False	0	0.0
CCDC188	38	0.098357	0.153515	0.104767	0.153515	0.107009	False	0	0.0
SUDS3	34	0.098354	0.168799	0.085942	0.093526	0.168799	False	0	0.0
LOC124904867	3	0.098351	0.098351	None	None	0.098351	False	0	0.0
FRAS1	283	0.098334	0.122692	0.097651	0.122692	0.091005	False	0	0.0
SPHK1	34	0.098334	0.164835	0.146219	0.081871	0.164835	False	0	0.0
LOC112267897	33	0.098326	0.163933	0.160249	0.163933	0.006517	False	0	0.0
MIR9-3HG	7	0.098319	0.116015	0.090277	0.116015	None	False	0	0.0
IQCF3	12	0.098314	0.165815	0.129126	None	None	False	0	0.0
MIER3	23	0.098313	0.166424	0.166424	0.047725	0.142217	False	0	0.0
TRIML1	36	0.098312	0.160548	0.140283	0.069569	0.160548	False	0	0.0
TOX3	45	0.098276	0.201995	0.113982	0.201995	0.052108	False	0	0.0
CLCA1	51	0.098242	0.181239	0.087687	0.181239	0.091949	False	0	0.0
ST6GALNAC4	29	0.098233	0.184661	0.045153	0.162566	0.184661	False	0	0.0
TMCO3	107	0.098229	0.207735	0.149022	0.104806	0.01803	False	0	0.0
DENND4A	58	0.098218	0.178272	0.159692	0.113601	0.039172	False	0	0.0
ATP8B4	118	0.098205	0.157164	0.064594	0.144965	0.07216	False	0	0.0
ZNF738	53	0.098189	0.202626	0.202626	0.012494	0.161473	False	0	0.0
ALDH8A1	34	0.098185	0.156005	0.041477	0.156005	0.140076	False	0	0.0
BMP10	19	0.098185	0.192977	0.165966	0.131984	0.0	False	0	0.0
PTPN11	17	0.09817	0.09817	0.09817	None	None	False	0	0.0
TMPRSS9	131	0.098169	0.15943	0.15943	0.072121	0.15248	False	0	0.0
TECPR2	78	0.098162	0.168802	0.102005	0.168802	0.120412	False	0	0.0
TRF-GAA4-1	5	0.098159	0.170469	0.170469	0.143718	0.063249	False	0	0.0
LDLR	58	0.098158	0.142663	0.142663	0.100776	0.113935	False	0	0.0
RNPEP	49	0.09815	0.144103	0.134622	0.144103	0.006177	False	0	0.0
FASTKD2	34	0.098141	0.182246	0.151638	0.182246	0.0	False	0	0.0
PXT1	9	0.098126	0.184051	0.184051	0.010179	0.150025	False	0	0.0
THEG	64	0.098126	0.142137	0.107265	0.127449	0.142137	False	0	0.0
PLXNB2	184	0.098122	0.175491	0.137623	0.130024	0.031423	False	0	0.0
TSC22D4-C7ORF61	31	0.09812	0.237737	0.052712	0.237737	0.104976	False	0	0.0
OR5H2	31	0.098119	0.225767	0.13729	0.048224	0.225767	False	0	0.0
DPP6	119	0.098111	0.157191	0.128676	0.157191	0.089041	False	0	0.0
NUBP2	73	0.098094	0.162813	0.125855	0.162813	0.020564	False	0	0.0
IGSF11	33	0.098093	0.20047	0.20047	0.158105	0.005314	False	0	0.0
KLRG2	36	0.098091	0.15032	0.10797	0.15032	0.078554	False	0	0.0
IGHV3-38	15	0.098084	0.176521	0.176521	0.160625	0.0	False	0	0.0
BPIFB6	40	0.098073	0.159044	0.159044	0.057195	0.131912	False	0	0.0
LIPI	26	0.098072	0.201611	0.092198	0.201611	0.090533	False	0	0.0
ST8SIA5	21	0.09806	0.119071	0.096838	0.078269	None	False	0	0.0
PLCD1	46	0.098057	0.221824	0.12282	0.221824	0.058224	False	0	0.0
EPN3	67	0.098041	0.200802	0.022775	0.200802	0.169655	False	0	0.0
SPDYE18	48	0.098035	0.152881	0.048649	0.111217	0.152881	False	0	0.0
CCDC9	63	0.098033	0.166574	0.051875	0.166574	0.109102	False	0	0.0
KCTD17	38	0.098017	0.228512	0.091229	0.228512	0.067187	False	0	0.0
RBM15	30	0.09801	0.182715	0.105524	0.182715	0.079523	False	0	0.0
BTN3A1	67	0.098009	0.206184	0.104464	0.206184	0.068605	False	0	0.0
NT5M	22	0.098005	0.250917	0.01216	0.250917	None	False	0	0.0
HS3ST2	28	0.097995	0.172797	0.132141	0.172797	0.033862	False	0	0.0
CLMN	74	0.09798	0.172696	0.10767	0.097445	0.172696	False	0	0.0
C1QTNF6	59	0.097969	0.171536	0.090171	0.137249	0.171536	False	0	0.0
LOC124904542	30	0.097969	0.242477	0.051583	0.158107	0.242477	False	0	0.0
TSGA10IP	64	0.097956	0.141183	0.135693	0.134396	0.060063	False	0	0.0
GPD1	27	0.097954	0.187041	0.186622	0.005208	0.187041	False	0	0.0
MUL1	19	0.097949	0.158099	0.10858	0.092942	0.158099	False	0	0.0
ANKRD20A21P	13	0.097946	0.194644	0.1166	0.147561	0.0	False	0	0.0
ZNF654	45	0.097931	0.201587	0.149191	0.133783	0.0	False	0	0.0
ATP2A1	47	0.09793	0.143994	0.099284	0.135875	0.081931	False	0	0.0
GRXCR2	18	0.097929	0.188246	0.188246	0.125833	0.054926	False	0	0.0
IFNGR1	41	0.097929	0.1856	0.08155	0.119831	0.006663	False	0	0.0
MYH14	133	0.097922	0.174999	0.141109	0.174999	0.037986	False	0	0.0
RIOK1	32	0.097919	0.250963	0.13859	0.067888	0.014507	False	0	0.0
LOC105373698	6	0.097916	0.161627	0.161627	None	0.099773	False	0	0.0
TOGARAM2	148	0.097916	0.141678	0.116842	0.115959	0.10039	False	0	0.0
FAM167A	53	0.097903	0.208936	0.120344	0.089024	0.208936	False	0	0.0
FAM135B	105	0.097892	0.211876	0.044855	0.211876	0.122304	False	0	0.0
IQCF6	14	0.097884	0.200091	0.200091	0.095971	0.04115	False	0	0.0
C11orf80	41	0.097882	0.265581	0.117212	0.049584	0.014597	False	0	0.0
SEC23IP	57	0.097877	0.158966	0.024796	0.084024	0.084573	False	0	0.0
GTF2IRD2	57	0.097873	0.158114	0.129269	0.158114	0.060802	False	0	0.0
AKAP5	19	0.097865	0.143141	0.123977	0.10813	0.111427	False	0	0.0
AHR	31	0.097863	0.168494	0.168494	0.075507	0.100714	False	0	0.0
SERP1	6	0.09786	0.09786	None	0.09786	None	False	0	0.0
RBM28	42	0.097851	0.186409	0.12355	0.186409	0.039634	False	0	0.0
MSRB2	25	0.097849	0.13652	0.131277	0.12901	0.092435	False	0	0.0
FER1L4	34	0.097844	0.223046	0.085444	0.223046	0.06126	False	0	0.0
CXCR4	30	0.097841	0.161559	0.161559	0.144427	0.033803	False	0	0.0
SHANK1	129	0.097837	0.153345	0.1258	0.153345	0.083663	False	0	0.0
TNFRSF8	49	0.097809	0.202984	0.133069	0.057684	0.067057	False	0	0.0
MOB2	46	0.097782	0.216302	0.052338	0.216302	0.16812	False	0	0.0
PHGDH	35	0.097777	0.160943	0.078435	0.160943	0.128393	False	0	0.0
NUTM2B	123	0.097766	0.184803	0.083316	0.133581	0.184803	False	0	0.0
TLDC2	30	0.09774	0.279249	0.020721	0.279249	0.177444	False	0	0.0
RAI14	64	0.097731	0.19179	0.123458	0.102058	0.059685	False	0	0.0
ARHGAP27	67	0.097729	0.191798	0.080501	0.14642	0.191798	False	0	0.0
KY	37	0.097728	0.177305	0.07789	0.177305	0.161354	False	0	0.0
PRODH2	46	0.097728	0.146029	0.146029	0.139486	0.036915	False	0	0.0
LOC105373999	3	0.097725	0.151703	0.151703	0.091538	None	False	0	0.0
SLCO1A2	73	0.09772	0.152848	0.112859	0.132634	0.152848	False	0	0.0
LOC105378340	7	0.097703	0.101049	0.099027	0.093032	None	False	0	0.0
PREX1	116	0.097701	0.163831	0.142139	0.144249	0.009577	False	0	0.0
OR5H6	41	0.09768	0.148854	0.095941	0.148854	0.145219	False	0	0.0
SPAG1	55	0.097668	0.220179	0.115652	0.220179	0.054759	False	0	0.0
PARP12	53	0.097667	0.158222	0.117235	0.107969	0.158222	False	0	0.0
WFDC5	24	0.097626	0.194037	0.036065	0.16845	0.194037	False	0	0.0
DPH2	25	0.097622	0.09893	0.09688	0.097056	None	False	0	0.0
FAM78A	39	0.097615	0.152021	0.152021	0.120837	0.075286	False	0	0.0
MAD1L1	69	0.097606	0.189407	0.149777	0.189407	0.027783	False	0	0.0
PATE3	6	0.0976	0.144722	None	0.144722	0.050477	False	0	0.0
LASP1	21	0.097593	0.156738	0.138972	0.088095	0.084556	False	0	0.0
RGP1	37	0.097587	0.182124	0.161553	0.045195	0.099062	False	0	0.0
RPS8	4	0.097586	0.097586	0.097586	0.097586	None	False	0	0.0
S100A5	22	0.09758	0.11975	0.064191	0.11975	0.107042	False	0	0.0
B3GAT1	22	0.097573	0.165578	0.13546	0.165578	0.013889	False	0	0.0
SLC39A13	34	0.09757	0.210086	0.131859	0.120196	0.0	False	0	0.0
LOC105372692	6	0.097568	0.168452	0.168452	0.058528	None	False	0	0.0
MRPS16	12	0.097567	0.139496	0.120155	0.139496	None	False	0	0.0
MARCHF2	30	0.097551	0.175878	0.084316	0.175878	0.126115	False	0	0.0
ASAH1-AS1	10	0.097545	0.128823	0.084965	0.128823	None	False	0	0.0
ZNF700	45	0.097516	0.173901	0.142249	0.173901	0.025665	False	0	0.0
HOMER1	41	0.097515	0.14545	0.13615	0.026013	0.130367	False	0	0.0
PSMD3	21	0.097509	0.18578	0.104895	0.18578	0.036295	False	0	0.0
SLC27A2	34	0.097507	0.216374	0.115431	0.216374	0.032772	False	0	0.0
KRT28	35	0.097504	0.148368	0.112411	0.148368	0.104717	False	0	0.0
ERCC8	27	0.097502	0.18321	0.151871	0.037078	0.18321	False	0	0.0
NACA	240	0.097498	0.177495	0.092436	0.169486	0.018273	False	0	0.0
MUC5AC	693	0.097483	0.189874	0.093466	0.189874	0.087588	False	0	0.0
TSHZ2	73	0.097461	0.146722	0.119123	0.0769	0.146722	False	0	0.0
IGF2R	166	0.097455	0.206171	0.050729	0.174825	0.206171	False	0	0.0
FREM3	116	0.097448	0.178215	0.108727	0.093418	0.178215	False	0	0.0
TMEM151B	26	0.097441	0.19176	0.19176	0.083347	0.037139	False	0	0.0
GHR	43	0.097432	0.176966	0.057839	0.176966	0.101697	False	0	0.0
LOC124909474	32	0.09743	0.176399	0.117398	0.176399	0.101733	False	0	0.0
OPN4	61	0.097417	0.163754	0.163754	0.133809	0.016281	False	0	0.0
CCDC40	151	0.097368	0.168384	0.157409	0.168384	0.028937	False	0	0.0
MMP24-AS1-EDEM2	48	0.097366	0.165584	0.165584	0.155231	0.000858	False	0	0.0
AMN1	45	0.097342	0.178397	0.128524	0.051506	0.178397	False	0	0.0
SGSM1	67	0.097336	0.132786	0.110016	0.132786	0.102583	False	0	0.0
ITGB3BP	30	0.097319	0.16241	0.109324	0.056873	None	False	0	0.0
LIMD1	41	0.097319	0.276218	0.032932	0.153569	0.276218	False	0	0.0
CRACR2B	76	0.097316	0.141501	0.06377	0.13985	0.098474	False	0	0.0
GLB1L3	83	0.097316	0.19362	0.053124	0.036275	0.142901	False	0	0.0
ST3GAL5	40	0.097301	0.219265	0.072942	0.08661	0.027542	False	0	0.0
MPP3	47	0.097295	0.151531	0.140444	0.071596	0.151531	False	0	0.0
LOC105375976	17	0.097285	0.231013	0.08578	0.231013	0.054091	False	0	0.0
ZNF486	45	0.097256	0.176739	0.126426	0.176739	0.028022	False	0	0.0
LOC105376270	5	0.09724	0.09724	0.09724	0.09724	None	False	0	0.0
LRIG2	76	0.097239	0.15719	0.15719	0.153169	0.014754	False	0	0.0
RNASE13	10	0.097236	0.239799	0.096004	0.239799	0.035933	False	0	0.0
TRIM41	48	0.097207	0.185941	0.112013	0.113522	0.185941	False	0	0.0
SIGIRR	44	0.097204	0.209024	0.096045	0.053315	0.209024	False	0	0.0
DDX1	30	0.097175	0.155508	0.114205	0.137384	0.155508	False	0	0.0
ARGFX	22	0.097173	0.152371	0.102293	0.071822	0.152371	False	0	0.0
LHX2	22	0.097171	0.222907	0.222907	0.130024	0.008752	False	0	0.0
PPTC7	14	0.097155	0.258966	0.057378	0.086049	0.0	False	0	0.0
EFNA3	7	0.097151	0.097797	0.096505	None	None	False	0	0.0
MACF1	388	0.097148	0.167649	0.138293	0.117972	0.022804	False	0	0.0
LOC105377124	4	0.097142	0.168181	None	0.168181	0.026102	False	0	0.0
UBA5	17	0.097142	0.099087	0.093251	0.099087	None	False	0	0.0
PIMREG	25	0.097141	0.169278	0.136763	0.169278	0.007941	False	0	0.0
JUP	58	0.097082	0.195117	0.072534	0.131611	0.195117	False	0	0.0
DSPP	174	0.097077	0.175333	0.12882	0.175333	0.040318	False	0	0.0
LOC124903508	3	0.097067	0.258496	0.258496	0.009636	None	False	0	0.0
PAX7	41	0.097062	0.159312	0.159312	0.035481	0.147459	False	0	0.0
MLNR	20	0.097043	0.178941	0.0	0.065459	0.072618	False	0	0.0
UBE3B	59	0.097029	0.165776	0.078907	0.149211	0.051394	False	0	0.0
ZBTB49	51	0.097022	0.207844	0.121368	0.061008	0.207844	False	0	0.0
SLC37A2	31	0.096999	0.240315	0.118414	0.240315	0.048242	False	0	0.0
BBS5	17	0.096998	0.132647	0.127493	0.132647	None	False	0	0.0
KCNA4	23	0.096981	0.244646	0.10124	0.244646	0.063326	False	0	0.0
ANKRD34B	47	0.096979	0.168766	0.168766	0.135737	0.077006	False	0	0.0
GDPGP1	35	0.096975	0.182046	0.088631	0.182046	0.06436	False	0	0.0
LINC00367	4	0.096967	0.096967	None	0.096967	None	False	0	0.0
LBHD2	15	0.096932	0.129678	0.109309	0.123876	0.115853	False	0	0.0
LOC107986773	4	0.096881	0.142621	0.142621	0.074011	None	False	0	0.0
MMP9	45	0.096879	0.232465	0.079615	0.082839	0.232465	False	0	0.0
CCS	20	0.096866	0.166606	0.166606	0.0	0.165614	False	0	0.0
NEFM	46	0.096862	0.170527	0.070228	0.170527	0.051801	False	0	0.0
PNPLA7	163	0.096853	0.146675	0.109079	0.146675	0.116249	False	0	0.0
INSYN2B	28	0.096851	0.245003	0.057285	0.084923	0.245003	False	0	0.0
OMA1	32	0.09684	0.176786	0.0425	0.176786	0.100792	False	0	0.0
CCAR2	78	0.096832	0.163077	0.163077	0.15624	0.013631	False	0	0.0
AURKC	22	0.096818	0.205543	0.128917	0.205543	0.013568	False	0	0.0
LOC105371159	6	0.096813	0.208529	0.208529	0.07039	0.042157	False	0	0.0
DNAH11	352	0.096795	0.173773	0.124457	0.083264	0.173773	False	0	0.0
RPAP3	21	0.096791	0.146241	0.118029	0.146241	0.047105	False	0	0.0
FAM13C	49	0.096768	0.17598	0.17598	0.106462	0.091013	False	0	0.0
CCDC153	26	0.096761	0.124944	0.083177	0.055135	0.101444	False	0	0.0
COMP	36	0.096752	0.147102	0.133435	0.147102	0.053765	False	0	0.0
LOC101928004	14	0.096752	0.180378	0.180378	0.037458	0.118173	False	0	0.0
CSF2	8	0.096742	0.294832	0.034304	0.139899	0.294832	False	0	0.0
RPS11	8	0.096738	0.162927	0.152538	0.162927	0.002648	False	0	0.0
HAX1	12	0.096733	0.213628	0.213628	None	0.04973	False	0	0.0
IL1RAP	187	0.096729	0.128916	0.119784	0.11273	0.128916	False	0	0.0
USP40	117	0.096722	0.190873	0.087172	0.190873	0.064152	False	0	0.0
KRTAP21-2	8	0.096721	0.207865	0.207865	0.0	None	False	0	0.0
C4orf54	130	0.096683	0.151691	0.080077	0.118624	0.151691	False	0	0.0
LOC124904487	3	0.096683	0.096683	0.096683	None	None	False	0	0.0
STAB1	185	0.096665	0.180483	0.125261	0.180483	0.024395	False	0	0.0
FOSL2	26	0.096639	0.227093	0.111198	0.0	0.123201	False	0	0.0
ROBO2	79	0.09663	0.153602	0.151592	0.153602	0.017126	False	0	0.0
GJC1	18	0.096625	0.164871	0.154874	0.164871	0.001204	False	0	0.0
RPS2	23	0.096621	0.155997	0.110821	0.103014	0.082439	False	0	0.0
CD3E	16	0.096619	0.18903	0.182354	0.101761	0.009951	False	0	0.0
PDE2A	37	0.096613	0.180042	0.180042	0.065042	0.060953	False	0	0.0
CCL4	16	0.096586	0.181422	0.172587	0.181422	0.0	False	0	0.0
CCDC159	32	0.096569	0.148159	0.07935	0.148159	0.074015	False	0	0.0
IGLV2-18	28	0.096566	0.187285	0.187285	0.0	0.180262	False	0	0.0
DENND4B	73	0.096554	0.132067	0.112791	0.118902	0.132067	False	0	0.0
MAPRE1	12	0.096544	0.217	0.217	0.008686	0.135561	False	0	0.0
PKP1	55	0.09653	0.200283	0.146885	0.200283	0.006208	False	0	0.0
MPZL3	26	0.096523	0.167977	0.148528	0.167977	0.0	False	0	0.0
TMEM131L	96	0.096518	0.166496	0.166496	0.127761	0.062592	False	0	0.0
SLC6A7	67	0.096509	0.16943	0.16943	0.12176	0.030991	False	0	0.0
XRCC3	34	0.096496	0.232651	0.063114	0.104507	0.232651	False	0	0.0
RALGAPA2	94	0.096472	0.170405	0.170405	0.040335	0.128157	False	0	0.0
TRA-AGC15-1	15	0.096442	0.244163	0.07015	0.244163	0.081206	False	0	0.0
MSH5	31	0.096422	0.168074	0.164087	0.168074	0.010525	False	0	0.0
UGT2B11	74	0.096419	0.15717	0.150452	0.15717	0.081679	False	0	0.0
LINC01620	5	0.096399	0.136687	0.136687	0.094269	None	False	0	0.0
ODF4	13	0.096394	0.188555	0.083822	0.120384	0.188555	False	0	0.0
ITLN1	36	0.096353	0.190203	0.161652	0.190203	0.02421	False	0	0.0
TMEM121B	32	0.096344	0.185058	0.07651	0.185058	0.083911	False	0	0.0
ZBTB14	27	0.096344	0.244201	0.041532	0.244201	0.1252	False	0	0.0
LRRFIP1	88	0.096342	0.137012	0.137012	0.075582	0.130229	False	0	0.0
CTNNA1	45	0.096332	0.239107	0.030018	0.186692	0.239107	False	0	0.0
MYL12BP2	26	0.096331	0.217187	0.217187	0.040956	0.087411	False	0	0.0
DDAH1	22	0.09633	0.182813	0.160845	0.123953	0.0	False	0	0.0
S1PR2	25	0.096327	0.216414	0.022093	0.216414	0.205239	False	0	0.0
FMO9P	7	0.096301	0.1609	0.121736	0.089955	None	False	0	0.0
IGHV3-66	49	0.096292	0.178167	0.178167	0.102184	0.025647	False	0	0.0
SACM1L	28	0.096282	0.127516	0.00887	0.11874	0.11454	False	0	0.0
LOC105370249	6	0.096275	0.203967	0.103261	0.203967	0.031371	False	0	0.0
TMEM129	27	0.096266	0.192083	0.192083	0.089284	0.040887	False	0	0.0
ZFHX3	357	0.096255	0.128476	0.113561	0.128476	0.126679	False	0	0.0
ZNF324	70	0.096252	0.176837	0.156112	0.176837	0.0	False	0	0.0
LOC124901763	7	0.096251	0.165075	0.045834	None	0.138029	False	0	0.0
DPY19L2P2	17	0.096247	0.14911	0.146183	0.143061	0.042882	False	0	0.0
SPTSSB	45	0.096239	0.190184	0.098371	0.086625	0.190184	False	0	0.0
RBMS3	42	0.096228	0.172122	0.126717	0.172122	0.056418	False	0	0.0
CACNA1E	118	0.096222	0.21892	0.082915	0.21892	0.093136	False	0	0.0
CFAP92	116	0.096213	0.138517	0.138517	0.10514	0.12626	False	0	0.0
SMPD1	74	0.096212	0.220283	0.103251	0.220283	0.038654	False	0	0.0
IL1R2	65	0.09621	0.121435	0.072887	0.121435	0.080856	False	0	0.0
SERPINH1	33	0.096201	0.147373	0.127535	0.147373	0.059526	False	0	0.0
VAMP5	11	0.096198	0.192396	None	None	0.192396	False	0	0.0
KLHL31	44	0.096194	0.176224	0.121304	0.147683	0.019149	False	0	0.0
MCPH1-DT	6	0.096193	0.195929	0.111832	0.093357	0.195929	False	0	0.0
ADAMTS15	80	0.096189	0.185101	0.043895	0.185101	0.139946	False	0	0.0
LOC124902368	3	0.096188	0.096188	None	None	None	False	0	0.0
CTU2	102	0.096187	0.167918	0.051784	0.167918	0.158702	False	0	0.0
MVD	53	0.096185	0.182202	0.159457	0.182202	0.020328	False	0	0.0
SOAT2	53	0.096163	0.192419	0.169052	0.072589	0.031112	False	0	0.0
RGS9BP	19	0.096161	0.210234	0.10178	0.099077	0.210234	False	0	0.0
FCER2	50	0.096149	0.207429	0.207429	0.114879	0.032601	False	0	0.0
TPRG1	127	0.096135	0.170705	0.170705	0.130455	0.029783	False	0	0.0
PRKN	60	0.096133	0.170746	0.0709	0.132578	0.170746	False	0	0.0
BORCS5	16	0.096132	0.227026	0.073514	0.227026	0.092272	False	0	0.0
ZDHHC6	24	0.096125	0.173713	0.104308	0.151546	0.040973	False	0	0.0
COL19A1	74	0.096102	0.151109	0.151109	0.120139	0.058465	False	0	0.0
USP6NL	87	0.096092	0.162724	0.137908	0.070292	0.162724	False	0	0.0
LOC124905948	23	0.096088	0.167223	0.167223	0.143381	0.01467	False	0	0.0
COL7A1	209	0.096078	0.209773	0.072227	0.209773	0.080322	False	0	0.0
TMEM262	12	0.096059	0.202099	0.202099	0.085937	0.040497	False	0	0.0
APBA1	38	0.096055	0.191475	0.127934	0.191475	0.043538	False	0	0.0
NEBL	96	0.096028	0.185761	0.185761	0.082536	0.09227	False	0	0.0
IGFALS	66	0.096015	0.183752	0.183752	0.142146	0.024748	False	0	0.0
RAX2	24	0.096013	0.145796	0.114135	0.145796	0.105304	False	0	0.0
TCF7	74	0.096012	0.151362	0.128824	0.151362	0.077919	False	0	0.0
CMPK2	39	0.096006	0.164995	0.117584	0.164995	0.072676	False	0	0.0
CAGE1	55	0.09599	0.18631	0.15647	0.113709	0.022935	False	0	0.0
NUP43	21	0.095981	0.103169	0.085518	0.103169	None	False	0	0.0
KLHL17	78	0.09598	0.161926	0.161926	0.119179	0.047501	False	0	0.0
ANTKMT	25	0.095963	0.140006	0.023934	0.101966	0.113797	False	0	0.0
NKAIN3	28	0.095943	0.172441	0.172441	0.068357	0.117125	False	0	0.0
ZMYM4	57	0.095931	0.163168	0.163168	0.160887	0.012607	False	0	0.0
ZDHHC19	25	0.095926	0.178189	0.0917	0.178189	0.052748	False	0	0.0
C16orf95	45	0.095915	0.174538	0.017196	0.174538	0.109037	False	0	0.0
ASGR1	9	0.095913	0.228985	0.071533	0.228985	0.067662	False	0	0.0
NPHP3-AS1	14	0.095912	0.134713	0.122997	0.080612	0.130402	False	0	0.0
ADAM29	73	0.095901	0.133892	0.119133	0.123402	0.133892	False	0	0.0
CAPN1	50	0.095901	0.181695	0.153279	0.093696	0.041081	False	0	0.0
LOC102723750	27	0.095898	0.213391	0.074148	0.085614	0.213391	False	0	0.0
LOC284191	4	0.095873	0.186978	0.186978	0.004767	None	False	0	0.0
AKAP10	32	0.095862	0.220987	0.056398	0.220987	0.090631	False	0	0.0
MYADML2	49	0.095862	0.177349	0.141301	0.065608	0.177349	False	0	0.0
KNOP1	41	0.095853	0.134537	0.119766	0.10555	0.134537	False	0	0.0
PCDHB13	74	0.095849	0.235301	0.106197	0.235301	0.041112	False	0	0.0
OGG1	56	0.095847	0.193866	0.015297	0.182162	0.193866	False	0	0.0
LOC102723968	19	0.095843	0.167476	0.143315	0.167476	0.017516	False	0	0.0
C3orf33	23	0.095824	0.136189	0.119132	0.108337	0.059375	False	0	0.0
ACTN1	62	0.095814	0.1817	0.1817	0.0278	0.127576	False	0	0.0
LINC02756	13	0.095812	0.207326	0.101782	0.207326	0.023123	False	0	0.0
CDH26	79	0.095809	0.160548	0.160548	0.15455	0.022665	False	0	0.0
MYL7	15	0.095802	0.174276	0.174276	0.148369	0.039669	False	0	0.0
NME8	48	0.095785	0.149945	0.10989	0.122137	0.032121	False	0	0.0
CISD2	7	0.095783	0.225118	0.225118	None	0.0	False	0	0.0
CDC42EP3	25	0.095772	0.111095	0.110716	0.111095	None	False	0	0.0
DPEP2	37	0.095763	0.171904	0.157347	0.171904	0.020449	False	0	0.0
MAPK6	57	0.095733	0.156156	0.151603	0.043244	0.156156	False	0	0.0
PDGFRB	82	0.095721	0.211341	0.092395	0.089666	0.211341	False	0	0.0
CCDC168	365	0.095702	0.167435	0.133089	0.064922	0.110549	False	0	0.0
MPP7	51	0.095687	0.180074	0.06814	0.180074	0.118048	False	0	0.0
NPL	27	0.095673	0.180511	0.15898	0.180511	0.014142	False	0	0.0
STK17A	27	0.09567	0.163587	0.163587	0.132138	0.06869	False	0	0.0
ECH1	24	0.095654	0.196562	0.196562	0.042167	0.103236	False	0	0.0
FCHSD2	216	0.095652	0.133861	0.064866	0.095804	0.091302	False	0	0.0
TNFAIP8L3	18	0.095652	0.229067	0.033905	0.229067	0.187757	False	0	0.0
SLC2A14	48	0.095644	0.136611	0.136611	0.133987	0.100444	False	0	0.0
LOC124903837	21	0.09562	0.161065	0.161065	0.086726	0.045676	False	0	0.0
JDP2	39	0.095596	0.210083	0.210083	0.049457	0.078173	False	0	0.0
LOC105375690	11	0.095577	0.127832	0.101988	0.127832	0.083552	False	0	0.0
GPER1	29	0.095561	0.13236	0.130508	0.124488	0.090447	False	0	0.0
PIFO	17	0.095548	0.171808	0.171808	0.073226	0.081214	False	0	0.0
WDR36	56	0.095535	0.175181	0.140798	0.143375	0.0	False	0	0.0
LIFR	61	0.095533	0.161186	0.136854	0.076153	0.161186	False	0	0.0
MANSC1	30	0.095496	0.221581	0.130804	0.029045	0.221581	False	0	0.0
OR6A2	26	0.095494	0.205288	0.10482	0.205288	0.028263	False	0	0.0
